Season,Name,Team,IP,FA%,FT%,FC%,FS%,FO%,SI%,SL%,CU%,KC%,EP%,CH%,SC%,KN%,UN%,NameASCII,PlayerId,MLBAMID
2023,"Trevor May","OAK",46.2,0.42471042,,,,,,0.35263835,,,,0.22265122,,,,"Trevor May",6398,543507
2023,"José Cisnero","DET",59.1,0.36815416,,0.12271805,,,0.21298174,0.19776876,,,,0.09837728,,,,"Jose Cisnero",6399,542585
2023,"Alex Cobb","SFG",151.1,0.00279553,,,0.38777955,,0.3965655,0.05111821,,0.16174121,,,,,,"Alex Cobb",6562,502171
2023,"Carlos Carrasco","NYM",90,0.3226213,,0.00378072,,,0.09955892,0.18399496,0.09073724,,,0.29930687,,,,"Carlos Carrasco",6632,471911
2023,"Craig Kimbrel","PHI",69,0.67201426,,,,,,,,0.32798574,,,,,,"Craig Kimbrel",6655,518886
2023,"Julio Teheran","MIL",71.2,0.09351852,,0.28703704,,,0.38703704,,0.11481481,,,0.11759259,,,,"Julio Teheran",6797,527054
2023,"Johnny Cueto","MIA",52.1,0.34619883,,0.02807018,,,0.19649123,0.23391813,0.00350877,,,0.19181287,,,,"Johnny Cueto",6893,456501
2023,"Chase Anderson","- - -",86.1,0.31237042,,0.26330339,,,0.07256393,0.08154803,0.04077402,,,0.22944022,,,,"Chase Anderson",6895,502624
2023,"Martín Pérez","TEX",141.2,0.03958614,,0.22132254,,,0.42780027,0.00989654,0.03688709,,,0.26450742,,,,"Martin Perez",6902,527048
2023,"Luis García","SDP",59.2,0.13069307,,,0.08118812,,0.44257426,0.34554455,,,,,,,,"Luis Garcia",6984,472610
2023,"Ryan Pressly","HOU",65.1,0.23144531,,0.01171875,,,0.00195313,0.40039063,0.265625,,,0.08886719,,,,"Ryan Pressly",7005,519151
2023,"Fernando Cruz","CIN",66,0.35115865,,0.23975045,0.35828877,,0.00445633,0.04545455,,,,0.00089127,,,,"Fernando Cruz",7048,518585
2023,"Daniel Bard","COL",49.1,0.13719185,,,,,0.37406217,0.45337621,0.03322615,,,0.00214362,,,,"Daniel Bard",7115,453268
2023,"Collin McHugh","ATL",58.2,0.03929273,,0.45776031,,,,0.47937132,0.01866405,0.00098232,,0.00392927,,,,"Collin McHugh",7531,543521
2023,"Jordan Lyles","KCR",177.2,0.3056443,,0.07632233,,,0.13099042,0.24671636,0.1313454,,,0.10898119,,,,"Jordan Lyles",7593,543475
2023,"Richard Bleier","BOS",30.2,0.03695652,,0.38695652,0.05217391,,0.42173913,0.10217391,,,,,,,,"Richard Bleier",7803,542947
2023,"Will Smith","TEX",57.1,0.38933951,,,,,,0.50057937,0.0811124,,,0.02896871,,,,"Will Smith",8048,519293
2023,"Bryan Shaw","CHW",45.2,0.001287,,0.5045045,,,0.12483912,0.2020592,0.13899614,0.001287,,0.02702703,,,,"Bryan Shaw",8110,543766
2023,"David Robertson","- - -",65.1,,,0.53370787,,,0.00093633,0.1994382,,0.25187266,,0.01404494,,,,"David Robertson",8241,502085
2023,"Justin Verlander","- - -",162.1,0.50038432,,,,,,0.25326672,0.19984627,,,0.04650269,,,,"Justin Verlander",8700,434378
2023,"Wade Miley","MIL",120.1,0.19487453,,0.44260545,,,0.04591564,0.04911906,0.02189002,,,0.2455953,,,,"Wade Miley",8779,489119
2023,"Kirby Yates","ATL",60.1,0.53926206,,,0.44560076,,,0.01513718,,,,,,,,"Kirby Yates",9073,489446
2023,"Brad Hand","- - -",53.2,0.33298862,,,,,0.16856256,0.49844881,,,,,,,,"Brad Hand",9111,543272
2023,"Nathan Eovaldi","TEX",144,0.37231183,,0.17607527,0.27643369,,,0.04032258,0.13485663,,,,,,,"Nathan Eovaldi",9132,543135
2023,"Patrick Corbin","WSN",180,0.16872005,,,,,0.41683778,0.3504449,,,,0.06399726,,,,"Patrick Corbin",9323,571578
2023,"Dallas Keuchel","MIN",37.2,,,0.25379939,,,0.34650456,0.12917933,,,,0.27051672,,,,"Dallas Keuchel",9434,572971
2023,"Joe Kelly","- - -",39.1,0.15870787,,,,,0.30617978,0.25842697,,0.16994382,,0.10674157,,,,"Joe Kelly",9761,523260
2023,"Miles Mikolas","STL",201.1,0.26024398,,,,,0.24335314,0.24272756,0.19799812,0.00187676,,0.05380044,,,,"Miles Mikolas",9803,571945
2023,"Brooks Raley","NYM",54.2,0.00610998,,0.23014257,,,0.25050916,0.36252546,,,,0.15071283,,,,"Brooks Raley",10061,548384
2023,"Caleb Thielbar","MIN",30.2,0.52182952,,,,,,0.27234927,0.20582121,,,,,,,"Caleb Thielbar",10078,573204
2023,"Kyle Gibson","BAL",192,0.13396972,,0.16589862,,,0.26135616,0.1843318,0.08426596,,,0.17017775,,,,"Kyle Gibson",10123,502043
2023,"Shelby Miller","LAD",42,0.57616893,,,0.26244344,,,0.16138763,,,,,,,,"Shelby Miller",10197,571946
2023,"Aroldis Chapman","- - -",58.1,0.4781746,,,0.07142857,,0.16170635,0.28869048,,,,,,,,"Aroldis Chapman",10233,547973
2023,"Zack Wheeler","PHI",192,0.43464467,,0.14371827,,,0.18020305,0.12277919,0.11453046,,,0.00412437,,,,"Zack Wheeler",10310,554430
2023,"Erasmo Ramírez","- - -",60.1,0.05082988,,0.43153527,,,0.29253112,0.06950207,0.07676349,,,0.07883817,,,,"Erasmo Ramirez",10314,541640
2023,"Michael Tonkin","ATL",80,0.00077882,,,,,0.61137072,0.38785047,,,,,,,,"Michael Tonkin",10315,543859
2023,"Aaron Loup","LAA",48.2,0.0238379,,0.22169249,,,0.53873659,,0.04052443,,,0.17520858,,,,"Aaron Loup",10343,571901
2023,"Scott Alexander","SFG",48.1,,,,,,0.75792507,0.15994236,,,,0.08213256,,,,"Scott Alexander",10591,518397
2023,"Chris Sale","BOS",102.2,0.43173653,,,,,0.06227545,0.3754491,,,,0.13053892,,,,"Chris Sale",10603,519242
2023,"Chasen Shreve","- - -",44.2,0.3638814,,,0.41239892,,,0.22371968,,,,,,,,"Chasen Shreve",10855,592741
2023,"Jacob deGrom","TEX",30.1,0.5210643,,,,,,0.37028825,0.01995565,,,0.0886918,,,,"Jacob deGrom",10954,594798
2023,"Merrill Kelly","ARI",177.2,0.30071429,,0.18107143,,,0.12214286,0.05464286,0.11,,,0.23142857,,,,"Merrill Kelly",11156,518876
2023,"Vince Velasquez","PIT",37.1,0.41538462,,,,,0.01076923,0.44615385,,0.00307692,,0.12461538,,,,"Vince Velasquez",11189,592826
2023,"Tommy Kahnle","NYY",40.2,0.16642336,,,,,0.05255474,0.02335766,,,,0.75766423,,,,"Tommy Kahnle",11384,592454
2023,"Jose Quintana","NYM",75.2,0.24247356,,,,,0.32302685,,0.25305126,,,0.18144833,,,,"Jose Quintana",11423,500779
2023,"José Ureña","- - -",44.2,0.21660182,,,,,0.28793774,0.25291829,,,,0.24254215,,,,"Jose Urena",11589,570632
2023,"Jameson Taillon","CHC",154.1,0.34228188,,0.2218713,,,0.1022503,0.15396763,0.14883537,,,0.03079353,,,,"Jameson Taillon",11674,592791
2023,"Luke Jackson","SFG",33.1,0.27480916,,,,,,0.69847328,0.02671756,,,,,,,"Luke Jackson",11752,592426
2023,"Drew Smyly","CHC",142.1,,,0.11745106,,,0.38858809,,,0.49396085,,,,,,"Drew Smyly",11760,592767
2023,"Noah Syndergaard","- - -",88.2,0.18110795,,0.12571023,0.00284091,,0.26065341,0.06747159,0.140625,,,0.22159091,,,,"Noah Syndergaard",11762,592789
2023,"Héctor Neris","HOU",68.1,0.51736746,,,0.28702011,,0.15539305,0.0393053,,,,0.00091408,,,,"Hector Neris",11804,593576
2023,"James Paxton","BOS",96,0.56627219,,0.16508876,,,0.00650888,,,0.19467456,,0.06745562,,,,"James Paxton",11828,572020
2023,"Taijuan Walker","PHI",172.2,0.17553754,,0.17624251,0.33204089,,0.23264011,0.02643638,0.05710257,,,,,,,"Taijuan Walker",11836,592836
2023,"Chris Martin","BOS",51.1,0.34487535,,0.34487535,0.1066482,,0.14958449,0.05401662,,,,,,,,"Chris Martin",11847,455119
2023,"Jason Adam","TBR",54.1,0.3340708,,,,,,0.31415929,,,,0.35176991,,,,"Jason Adam",11861,592094
2023,"Kyle Hendricks","CHC",137,0.20493359,,,,,0.34914611,,0.03462998,,,0.41129032,,,,"Kyle Hendricks",12049,543294
2023,"Scott McGough","ARI",70.1,0.50689376,,,0.3974047,,0.00405515,0.09164639,,,,,,,,"Scott McGough",12056,543518
2023,"Yimi García","TOR",66,0.33090909,,,,,0.15818182,0.11090909,0.32727273,,,0.07272727,,,,"Yimi Garcia",12095,554340
2023,"Chris Bassitt","TOR",200,0.0930529,,0.15328235,0.03314213,,0.3932441,0.13639261,0.12555768,,,0.06532823,,,,"Chris Bassitt",12304,605135
2023,"Colin Rea","MIL",124.2,0.19295635,,0.26488095,0.05555556,,0.29861111,0.10912698,0.07886905,,,,,,,"Colin Rea",12317,607067
2023,"Seth Lugo","SDP",146.1,0.31846866,,,,,0.19856963,0.11064367,0.31342028,,,0.05889777,,,,"Seth Lugo",12447,607625
2023,"Nick Ramirez","NYY",40.2,0.02431611,,,,,0.40729483,0.28723404,,0.00151976,,0.27963526,,,,"Nick Ramirez",12575,598286
2023,"Adrian Houser","MIL",111.1,0.23760776,,,,,0.47144397,0.16594828,0.08512931,,,0.03987069,,,,"Adrian Houser",12718,605288
2023,"Nick Martinez","SDP",110.1,0.12964021,,0.16447744,,,0.22444318,0.00228441,0.19131925,,,0.28783552,,,,"Nick Martinez",12730,607259
2023,"Rafael Montero","HOU",67.1,0.49082203,,,,,0.14604948,0.14046289,,,,0.2226656,,,,"Rafael Montero",12760,606160
2023,"Chris Devenski","- - -",42.1,0.29117647,,,,,,0.19264706,,0.00147059,,0.51470588,,,,"Chris Devenski",12763,606965
2023,"Sonny Gray","MIN",184,0.27111427,,0.13094393,,,0.15720369,0.20511001,0.16784954,0.00106458,,0.06671398,,,,"Sonny Gray",12768,543243
2023,"John Brebbia","SFG",38.1,0.45777778,,,,,,0.53925926,,,,0.00296296,,,,"John Brebbia",12777,605154
2023,"Mike Clevinger","CHW",131.1,0.47853053,,0.08206107,,,0.02385496,0.27146947,0.01574427,,,0.12833969,,,,"Mike Clevinger",12808,605182
2023,"Shawn Armstrong","TBR",52,0.20828105,,0.37641154,,,0.3412798,0.0740276,,,,,,,,"Shawn Armstrong",12857,542888
2023,"Tyler Anderson","LAA",141,0.37356322,,0.22372742,0.00082102,,0.05500821,0.00697865,0.00205255,,,0.33784893,,,,"Tyler Anderson",12880,542881
2023,"Joe Musgrove","SDP",97.1,0.24451613,,0.20387097,,,0.05419355,0.14516129,0.23870968,,,0.11354839,,,,"Joe Musgrove",12970,605397
2023,"Andrew Chafin","- - -",51.1,0.20086862,,,,,0.43973941,0.35070575,,,,0.00868621,,,,"Andrew Chafin",12988,605177
2023,"Anthony DeSclafani","SFG",99.2,0.12580645,,,,,0.27741935,0.4483871,,0.05032258,,0.09806452,,,,"Anthony DeSclafani",13050,543101
2023,"Yu Darvish","SDP",136.1,0.16651625,,0.08935018,0.07716606,,0.18637184,0.36281588,0.05054152,0.06633574,,0.00090253,,,,"Yu Darvish",13074,506433
2023,"Gerrit Cole","NYY",209,0.53002133,,0.07010058,,,,0.20816824,,0.12069491,,0.07101493,,,,"Gerrit Cole",13125,543037
2023,"Derek Law","CIN",55,0.18873827,,0.3649635,,,0.12095933,0.17309698,0.10427529,,,0.04796663,,,,"Derek Law",13133,571882
2023,"Eduardo Rodriguez","DET",152.2,0.45381695,,0.19232391,,,0.09278785,0.07212147,,,,0.18894981,,,,"Eduardo Rodriguez",13164,593958
2023,"Zach Davies","ARI",82.1,0.2257849,,0.11289245,,,0.3253173,0.02672011,0.06145625,,,0.24782899,,,,"Zach Davies",13183,605200
2023,"Jordan Weems","WSN",54.2,0.48208469,,,,,,0.43322476,0.00651466,,,0.0781759,,,,"Jordan Weems",13190,607179
2023,"Michael Fulmer","CHC",57,0.28631579,,0.22,,,0.11052632,0.30631579,,,,0.07684211,,,,"Michael Fulmer",13218,605242
2023,"Ross Stripling","SFG",89,0.26015141,,,0.00894701,,0.09222299,0.29181005,,0.0991053,,0.24776325,,,,"Ross Stripling",13273,548389
2023,"Danny Coulombe","BAL",51.1,0.08633094,,0.42326139,0.00119904,,0.1822542,0.17745803,,0.10671463,,0.02278177,,,,"Danny Coulombe",13293,543056
2023,"Hoby Milner","MIL",64.1,0.19863681,,,,,0.2969815,0.33106134,,,,0.17332035,,,,"Hoby Milner",13346,571948
2023,"Steven Matz","STL",105,,,,,,0.56055734,0.01768489,0.14790997,,,0.2738478,,,,"Steven Matz",13361,571927
2023,"Dylan Floro","- - -",56.2,0.34131113,,,,,0.31841831,0.22164412,,,,0.11862643,,,,"Dylan Floro",13394,571670
2023,"Matt Koch","COL",38.2,0.44027304,,0.47098976,,,,0.08532423,,,,0.00341297,,,,"Matt Koch",13420,571863
2023,"Drew VerHagen","STL",61,0.27927063,,0.12571977,,,0.17178503,0.3109405,,,,0.11228407,,,,"Drew VerHagen",13424,572403
2023,"Marcus Stroman","CHC",136.2,0.08216069,,0.09623241,0.07671357,,0.46391285,0.05129369,0.22968679,,,,,,,"Marcus Stroman",13431,573186
2023,"Pierce Johnson","- - -",62.2,0.35239852,,,,,,0.05904059,0.58856089,,,,,,,"Pierce Johnson",13435,572955
2023,"Taylor Rogers","SFG",51.2,,,0.02035928,,,0.41437126,0.56526946,,,,,,,,"Taylor Rogers",13449,573124
2023,"Lucas Sims","CIN",61,0.43408663,,,,,0.0047081,0.50282486,0.05838041,,,,,,,"Lucas Sims",13470,608371
2023,"Blake Snell","SDP",180,0.48642677,,,,,,0.13131313,0.19791667,,,0.18434343,,,,"Blake Snell",13543,605483
2023,"Steven Okert","MIA",58.2,0.38567223,,,,,0.00098135,0.61334642,,,,,,,,"Steven Okert",13580,595345
2023,"Robert Stephenson","- - -",52.1,0.23591088,,0.41415465,0.1061599,,,0.24115334,0.00262123,,,,,,,"Robert Stephenson",13594,596112
2023,"Carl Edwards Jr.","WSN",31.2,0.63362832,,,,,0.00707965,,0.12389381,,,0.23539823,,,,"Carl Edwards Jr.",13607,605218
2023,"Jakob Junis","SFG",86,0.01079914,,,,,0.2649388,0.62491001,,,,0.09935205,,,,"Jakob Junis",13619,596001
2023,"Clay Holmes","NYY",63,0.00292969,,,,,0.69238281,0.3046875,,,,,,,,"Clay Holmes",13649,605280
2023,"Max Fried","ATL",77.2,0.33226066,,0.04424779,,,0.11745776,0.11021722,0.230893,,,0.16492357,,,,"Max Fried",13743,608331
2023,"Chris Stratton","- - -",82.2,0.5467944,,,,,,0.19307296,0.18791452,,,0.07221813,,,,"Chris Stratton",13761,608717
2023,"Dominic Leone","- - -",54,0.3724605,,0.31602709,,,0.01241535,0.29909707,,,,,,,,"Dominic Leone",13763,608678
2023,"JT Chargois","MIA",42.1,0.07823613,,,,,0.50640114,0.41536273,,,,,,,,"JT Chargois",13767,608638
2023,"Zach Eflin","TBR",177.2,0.06169965,,0.26076834,,,0.3193636,0.04384944,0.26348467,,,0.0508343,,,,"Zach Eflin",13774,621107
2023,"Alex Wood","SFG",97.2,,,,,,0.44619883,0.26081871,,0.0005848,,0.29239766,,,,"Alex Wood",13781,622072
2023,"Matt Strahm","PHI",87.2,0.45168375,,0.10102489,,,0.18740849,0.25622255,,,,0.00366032,,,,"Matt Strahm",13799,621381
2023,"Paul Sewald","- - -",60.2,0.57184185,,,,,,0.42815815,,,,,,,,"Paul Sewald",13892,623149
2023,"Chris Flexen","- - -",102.1,0.40854701,,0.29287749,,,0.01937322,0.0968661,0.02222222,,,0.16011396,,,,"Chris Flexen",13896,623167
2023,"Brent Suter","COL",69.1,0.30558016,,,,,0.30380868,0.10806023,,,,0.28255093,,,,"Brent Suter",13942,608718
2023,"Michael Wacha","SDP",134.1,0.28770824,,0.12426835,,,0.13282305,,0.11031067,,,0.34488969,,,,"Michael Wacha",14078,608379
2023,"Kevin Gausman","TOR",185,0.50863473,,,0.38351254,,,0.10785272,,,,,,,,"Kevin Gausman",14107,592332
2023,"José Berríos","TOR",189.2,0.20394961,,,,,0.31494723,,0.29622063,,,0.18488253,,,,"Jose Berrios",14168,621244
2023,"Josh Hader","SDP",56.1,,,,,,0.73416507,0.23224568,,,,0.03358925,,,,"Josh Hader",14212,623352
2023,"Wandy Peralta","NYY",54,0.0546697,,,,,0.37243736,0.1309795,,,,0.44191344,,,,"Wandy Peralta",14295,593974
2023,"Joel Payamps","MIL",70.2,0.21875,,,,,0.22142857,0.4375,,,,0.12232143,,,,"Joel Payamps",14332,606303
2023,"Ty Blach","COL",78,,,0.1653481,,,0.54984177,,0.06408228,,,0.22072785,,,,"Ty Blach",14361,621389
2023,"Tyler Glasnow","TBR",120,0.43241816,,,,,0.00369588,0.34794087,0.21330517,,,0.00263992,,,,"Tyler Glasnow",14374,607192
2023,"Yunior Marte","PHI",39.1,0.06571429,,,,,0.49285714,0.44142857,,,,,,,,"Yunior Marte",14416,628708
2023,"Hyun Jin Ryu","TOR",52,0.31686747,,0.18915663,,,0.09518072,,0.17108434,,,0.22771084,,,,"Hyun Jin Ryu",14444,547943
2023,"José Leclerc","TEX",57,0.35071575,,0.1595092,,,0.0398773,0.31595092,0.00102249,,,0.13292434,,,,"Jose Leclerc",14524,600917
2023,"Jorge López","- - -",59,0.16356108,,,,,0.33850932,0.16149068,,0.2194617,,0.11697723,,,,"Jorge Lopez",14527,605347
2023,"Carlos Estévez","LAA",62.1,0.66814552,,,,,,0.26619343,0.00354925,,,0.0621118,,,,"Carlos Estevez",14542,608032
2023,"José Ruiz","- - -",44.1,0.31533742,,,,,0.20368098,,0.34969325,,,0.13128834,,,,"Jose Ruiz",14552,614179
2023,"Andrés Machado","WSN",50,0.29457364,,,,,0.29844961,0.13178295,,,,0.2751938,,,,"Andres Machado",14681,600921
2023,"Paul Blackburn","OAK",103.2,0.1456,,0.20426667,,,0.24,0.18133333,0.1168,,,0.112,,,,"Paul Blackburn",14739,621112
2023,"Julio Urías","LAD",117.1,0.45051379,,0.09248242,,,,,0.30016225,,,0.15684154,,,,"Julio Urias",14765,628711
2023,"Emilio Pagán","MIN",69.1,0.55042413,,0.30065975,0.12346843,,,,0.02544769,,,,,,,"Emilio Pagan",14771,641941
2023,"Buck Farmer","CIN",75,0.4304419,,,,,,0.33878887,,,,0.23076923,,,,"Buck Farmer",14814,571656
2023,"Dylan Covey","- - -",43,0.00272109,,0.26802721,0.05170068,,0.41088435,0.25714286,,,,0.00952381,,,,"Dylan Covey",14825,592229
2023,"Michael Lorenzen","- - -",153,0.34699915,,0.00929839,,,0.12003381,0.2967033,0.01141167,,,0.21555368,,,,"Michael Lorenzen",14843,547179
2023,"Joe Mantiply","ARI",39,0.06654991,,,,,0.41330998,,0.27845884,,,0.24168126,,,,"Joe Mantiply",14857,573009
2023,"Sam Moll","- - -",62.1,0.25170732,,,,,0.35609756,0.37853659,,,,0.01365854,,,,"Sam Moll",14874,594580
2023,"Jon Gray","TEX",157.1,0.4237359,,,,,,0.39824488,0.06184705,,,0.11617217,,,,"Jon Gray",14916,592351
2023,"Ben Lively","CIN",88.2,0.32104121,,0.04916847,,,0.21908894,0.24295011,0.06579899,,,0.10195228,,,,"Ben Lively",14932,594902
2023,"Chad Kuhl","WSN",38.1,0.07532468,,,,,0.35064935,0.43506494,,0.0961039,,0.04285714,,,,"Chad Kuhl",14975,641771
2023,"Giovanny Gallegos","STL",55,0.50226244,,,,,,0.46266968,,,,0.03506787,,,,"Giovanny Gallegos",14986,606149
2023,"Scott Barlow","- - -",68,0.21136174,,,,,0.08187135,0.37092732,0.3358396,,,,,,,"Scott Barlow",14993,605130
2023,"Kyle Finnegan","WSN",69.1,0.69981917,,,0.2477396,,,0.05244123,,,,,,,,"Kyle Finnegan",15009,640448
2023,"Tim Mayza","TOR",53.1,0.00123457,,,,,0.76419753,0.2345679,,,,,,,,"Tim Mayza",15042,641835
2023,"Trevor Gott","- - -",58,0.21903787,,0.39099284,,,0.27840328,,0.07062436,,,0.04094166,,,,"Trevor Gott",15046,641627
2023,"Austin Voth","BAL",34.2,0.44042232,,0.11161388,,,,0.15987934,0.28808446,,,,,,,"Austin Voth",15047,608723
2023,"Yency Almonte","LAD",48,0.15954774,,0.00753769,,,0.26633166,0.50251256,,,,0.06407035,,,,"Yency Almonte",15068,622075
2023,"Justin Topa","SEA",69,,,0.18546845,,,0.44646272,0.3001912,,,,0.06787763,,,,"Justin Topa",15145,623437
2023,"Keynan Middleton","- - -",50.2,0.26285047,,,,,,0.30841121,,,,0.42873832,,,,"Keynan Middleton",15264,641871
2023,"Austin Pruitt","OAK",48.1,0.25950197,,,,,0.14023591,0.38007864,0.15989515,,,0.06028834,,,,"Austin Pruitt",15290,643493
2023,"Andrew Heaney","TEX",147.1,0.5785632,,,,,,0.25163273,0.00038417,,,0.1694199,,,,"Andrew Heaney",15423,571760
2023,"Matthew Boyd","DET",71,0.38605442,,,,,0.06972789,0.28401361,0.07397959,,,0.18622449,,,,"Matthew Boyd",15440,571510
2023,"Nick Pivetta","BOS",142.2,0.50588235,,0.07815126,0.00462185,,,0.16470588,0.24663866,,,,,,,"Nick Pivetta",15454,601713
2023,"Marco Gonzales","SEA",50,0.36621455,,0.08754624,,,0.00246609,,0.24167694,,,0.30209618,,,,"Marco Gonzales",15467,594835
2023,"Lucas Giolito","- - -",184.1,0.41943574,,,,,,0.28244514,0.0153605,,,0.28275862,,,,"Lucas Giolito",15474,608337
2023,"Hunter Harvey","WSN",60.2,0.60020768,,,0.18691589,,,0.13914849,0.07372793,,,,,,,"Hunter Harvey",15507,640451
2023,"Kendall Graveman","- - -",66.1,0.22511211,,,,,0.39282511,0.2690583,0.02242152,,,0.09058296,,,,"Kendall Graveman",15514,608665
2023,"Tyler Rogers","SFG",74,,,,,,0.51156584,0.48843416,,,,,,,,"Tyler Rogers",15541,643511
2023,"Mark Leiter Jr.","CHC",64.1,0.08143939,,0.20643939,0.33996212,,0.28125,,0.09090909,,,,,,,"Mark Leiter Jr.",15551,643410
2023,"Miguel Castro","ARI",64.2,,,,,,0.42460317,0.41666667,,,,0.15873016,,,,"Miguel Castro",15684,612434
2023,"Luis Castillo","SEA",197,0.44371687,,,,,0.17898347,0.22139071,,,,0.15590895,,,,"Luis Castillo",15689,622491
2023,"Jimmy Cordero","NYY",32.2,0.00585938,,,,,0.70117188,0.27929688,,,,0.01367188,,,,"Jimmy Cordero",15690,622772
2023,"Brad Keller","KCR",45.1,0.31128848,,,,,0.10376283,0.2645382,0.1972634,,,0.12314709,,,,"Brad Keller",15734,641745
2023,"Joe Jiménez","ATL",56.1,0.62286325,,,,,,0.30662393,,,,0.07051282,,,,"Joe Jimenez",15761,641729
2023,"Devin Williams","MIL",58.2,0.39029536,,0.03059072,,,,,,,,0.57911392,,,,"Devin Williams",15816,642207
2023,"Zack Littell","- - -",90,0.31203008,,,0.19172932,,0.09924812,0.39699248,,,,,,,,"Zack Littell",15823,641793
2023,"Sean Manaea","SFG",117.2,0.56189084,,0.00048733,,,0.00779727,0.25974659,,,,0.17007797,,,,"Sean Manaea",15873,640455
2023,"Luis Severino","NYY",89.1,0.44865526,,0.1497555,,,0.02750611,0.18765281,,,,0.18643032,,,,"Luis Severino",15890,622663
2023,"Ryne Stanek","HOU",50.2,0.6408776,,,0.1812933,,,0.17551963,0.00115473,,,0.00115473,,,,"Ryne Stanek",15947,592773
2023,"Jordan Romano","TOR",59,0.4557377,,,,,0.00218579,0.5420765,,,,,,,,"Jordan Romano",16122,605447
2023,"Carlos Rodón","NYY",64.1,0.60318866,,,,,,0.28963685,0.06465899,,,0.0425155,,,,"Carlos Rodon",16137,607074
2023,"Aaron Nola","PHI",193.2,0.29478458,,0.07450599,,,0.18788468,,,0.3164885,,0.12633625,,,,"Aaron Nola",16149,605400
2023,"Brandon Woodruff","MIL",67,0.41035475,,,,,0.21955896,0.0949185,0.07861937,,,0.19654842,,,,"Brandon Woodruff",16162,605540
2023,"Spencer Turnbull","DET",31,0.40540541,,,,,0.19279279,0.22342342,0.06846847,,,0.10990991,,,,"Spencer Turnbull",16207,605513
2023,"Kyle Freeland","COL",155.2,0.18392709,,,,,0.28251864,0.23612262,,0.17564209,,0.12178956,,,,"Kyle Freeland",16256,607536
2023,"Aaron Bummer","CHW",58.1,0.055505,,0.1055505,,,0.45313922,0.38034577,,,,0.00545951,,,,"Aaron Bummer",16258,607481
2023,"Ryan Borucki","PIT",40.1,,,,,,0.20265152,0.68560606,,,,0.11174242,,,,"Ryan Borucki",16350,621366
2023,"Reynaldo López","- - -",66,0.64422278,,,,,,0.29260183,0.00914381,,,0.05403159,,,,"Reynaldo Lopez",16400,625643
2023,"Yonny Chirinos","- - -",85,0.01788376,,,0.25558867,,0.46870343,0.25782414,,,,,,,,"Yonny Chirinos",16401,630023
2023,"Victor González","LAD",33.2,,,,,,0.6372549,0.29803922,,,,0.06470588,,,,"Victor Gonzalez",16408,624647
2023,"Brent Honeywell","- - -",52.1,0.47301587,,,,,0.0042328,0.17989418,,,,0.26455026,0.07830688,,,"Brent Honeywell",16466,641703
2023,"Ryan Yarbrough","- - -",89.2,0.30752991,,0.24771288,,,0.00211119,,0.26038001,,,0.18226601,,,,"Ryan Yarbrough",16502,642232
2023,"Jordan Montgomery","- - -",188.2,0.10627357,,0.01645526,,,0.42612273,,0.22180322,,,0.22934522,,,,"Jordan Montgomery",16511,656756
2023,"Austin Gomber","COL",139,0.43935185,,,,,0.01157407,0.20092593,,0.16759259,,0.18055556,,,,"Austin Gomber",16561,596295
2023,"Erik Swanson","TOR",66.2,0.34593573,,,0.47542533,,,0.17863894,,,,,,,,"Erik Swanson",16587,657024
2023,"Bryan Abreu","HOU",72,0.41205615,,,,,,0.58711808,0.00082576,,,,,,,"Bryan Abreu",16609,650556
2023,"Jeff Brigham","NYM",37.2,0.39117647,,0.18676471,,,,0.42205882,,,,,,,,"Jeff Brigham",16631,656257
2023,"Ryan Thompson","- - -",30.2,0.05405405,,,,,0.60135135,0.34234234,,,,0.00225225,,,,"Ryan Thompson",16647,657044
2023,"Julian Merryweather","CHC",72,0.40879479,,,,,,0.51628664,,,,0.07491857,,,,"Julian Merryweather",16703,657240
2023,"Tim Hill","SDP",44.1,0.48184358,,0.04469274,,,0.42039106,0.05307263,,,,,,,,"Tim Hill",16814,657612
2023,"Brennan Bernardino","BOS",50.2,,,,,,0.55902778,,0.42708333,,,0.01388889,,,,"Brennan Bernardino",16835,657514
2023,"Luke Weaver","- - -",123.2,0.43489814,,0.10983171,,,,0.13684677,,0.11824624,,0.20017715,,,,"Luke Weaver",16918,596133
2023,"Touki Toussaint","- - -",87,0.23510972,,,0.18934169,,0.2645768,0.02319749,0.28777429,,,,,,,"Touki Toussaint",16929,657053
2023,"Trevor Williams","WSN",144.1,0.43272171,,,,,0.14602446,0.18157492,0.06880734,,,0.17087156,,,,"Trevor Williams",16977,592866
2023,"Tanner Banks","CHW",61,0.35352532,,,,,0.02780536,0.30287984,0.1509434,,,0.16484608,,,,"Tanner Banks",16990,621383
2023,"Pablo López","MIN",194,0.34490741,,,,,0.10582011,0.21362434,0.12466931,,,0.21097884,,,,"Pablo Lopez",17085,641154
2023,"Raisel Iglesias","ATL",55.2,0.31954023,,,,,0.17356322,0.15402299,,,,0.35287356,,,,"Raisel Iglesias",17130,628452
2023,"Domingo Germán","NYY",108.2,0.27707199,,,,,0.10526316,,0.40895342,,,0.20871143,,,,"Domingo German",17149,593334
2023,"Gabe Speier","SEA",54.2,0.20716113,,,,,0.45780051,0.31841432,,,,0.01662404,,,,"Gabe Speier",17170,642100
2023,"Jalen Beeks","TBR",42.1,0.43502052,,0.10670315,,,,0.01504788,,,,0.44322845,,,,"Jalen Beeks",17192,656222
